Route_ID,Final_Destination,Stop_Order,Station_Name
J23,Las Aguas - Centro Colombo Americano,6,San Facon Carrera 22
J23,Las Aguas - Centro Colombo Americano,7,AV. Jiménez - CL 13
J23,Las Aguas - Centro Colombo Americano,8,Museo del Oro
J23,Las Aguas - Centro Colombo Americano,9,Las Aguas - Centro Colombo Americano
J24,Universidades – CityU,1,Portal 80
J24,Universidades – CityU,2,Carrera 90
J24,Universidades – CityU,3,AV. Cali
J24,Universidades – CityU,4,Granja - Kr 77
J24,Universidades – CityU,5,Minuto de Dios
J24,Universidades – CityU,6,Carrera 47
J24,Universidades – CityU,7,Escuela Militar
J24,Universidades – CityU,8,Calle 76 - San Felipe
J24,Universidades – CityU,9,Calle 57
J24,Universidades – CityU,10,Marly
J24,Universidades – CityU,11,Universidades – CityU
J70,Las Aguas - Centro Colombo Americano,1,Portal Norte – Unicervantes
J70,Las Aguas - Centro Colombo Americano,2,Toberin - Foundever
J70,Las Aguas - Centro Colombo Americano,3,Mazurén
J70,Las Aguas - Centro Colombo Americano,4,Calle 142
J70,Las Aguas - Centro Colombo Americano,5,Alcalá – Colegio S. Tomás Dominicos
J70,Las Aguas - Centro Colombo Americano,6,Prado
J70,Las Aguas - Centro Colombo Americano,7,Calle 127
J70,Las Aguas - Centro Colombo Americano,8,CAD
J70,Las Aguas - Centro Colombo Americano,9,AV. Jiménez - CL 13
J70,Las Aguas - Centro Colombo Americano,10,Museo del Oro
J70,Las Aguas - Centro Colombo Americano,11,Las Aguas - Centro Colombo Americano
J73,Universidades – CityU,1,Portal Suba
J73,Universidades – CityU,2,Suba - TV. 91
J73,Universidades – CityU,3,Niza - Calle 127
J73,Universidades – CityU,4,Puentelargo
J73,Universidades – CityU,5,Suba - Calle 100
J73,Universidades – CityU,6,San Martín
J73,Universidades – CityU,7,Ciudad Universitaria - Lotería de Bogotá
J73,Universidades – CityU,8,Centro Memoria
J73,Universidades – CityU,9,Universidades – CityU
J74,Universidades – CityU,1,Portal Norte – Unicervantes
J74,Universidades – CityU,2,Toberin - Foundever
J74,Universidades – CityU,3,Mazurén
J74,Universidades – CityU,4,Calle 146
J74,Universidades – CityU,5,Calle 142
J74,Universidades – CityU,6,Prado
J74,Universidades – CityU,7,Virrey
J74,Universidades – CityU,8,Héroes
J74,Universidades – CityU,9,Calle 57
J74,Universidades – CityU,10,Calle 45 - American School Way
J74,Universidades – CityU,11,Universidades – CityU
J76,Universidades – CityU,1,Portal Usme
J76,Universidades – CityU,2,Danubio
J76,Universidades – CityU,3,Molinos
J76,Universidades – CityU,4,Consuelo
J76,Universidades – CityU,5,Socorro
J76,Universidades – CityU,6,Santa Lucía
J76,Universidades – CityU,7,Calle 40 Sur
J76,Universidades – CityU,8,Restrepo
J76,Universidades – CityU,9,AV. Jiménez - Caracas
J76,Universidades – CityU,10,Universidades – CityU
K10,Portal El Dorado – C.C. Nuestro Bogotá,1,Portal 20 de Julio
K10,Portal El Dorado – C.C. Nuestro Bogotá,2,AV. 1 Mayo
K10,Portal El Dorado – C.C. Nuestro Bogotá,3,Ciudad Jardín - UAN
K10,Portal El Dorado – C.C. Nuestro Bogotá,4,San Bernardo
K10,Portal El Dorado – C.C. Nuestro Bogotá,5,Bicentenario
K10,Portal El Dorado – C.C. Nuestro Bogotá,6,San Victorino
K10,Portal El Dorado – C.C. Nuestro Bogotá,7,Las Nieves
K10,Portal El Dorado – C.C. Nuestro Bogotá,8,San Diego
K10,Portal El Dorado – C.C. Nuestro Bogotá,9,Centro Memoria
K10,Portal El Dorado – C.C. Nuestro Bogotá,10,Ciudad Universitaria - Lotería de Bogotá
K10,Portal El Dorado – C.C. Nuestro Bogotá,11,Gobernación
K10,Portal El Dorado – C.C. Nuestro Bogotá,12,CAN
K10,Portal El Dorado – C.C. Nuestro Bogotá,13,Salitre - El Greco
K10,Portal El Dorado – C.C. Nuestro Bogotá,14,Normandía
K10,Portal El Dorado – C.C. Nuestro Bogotá,15,Modelia
K10,Portal El Dorado – C.C. Nuestro Bogotá,16,Portal El Dorado – C.C. Nuestro Bogotá
K16,Portal El Dorado – C.C. Nuestro Bogotá,1,Terminal
K16,Portal El Dorado – C.C. Nuestro Bogotá,2,Calle 187
K16,Portal El Dorado – C.C. Nuestro Bogotá,3,Toberin - Foundever
K16,Portal El Dorado – C.C. Nuestro Bogotá,4,Mazurén
K16,Portal El Dorado – C.C. Nuestro Bogotá,5,Alcalá – Colegio S. Tomás Dominicos
K16,Portal El Dorado – C.C. Nuestro Bogotá,6,Pepe Sierra
K16,Portal El Dorado – C.C. Nuestro Bogotá,7,AV. Chile
K16,Portal El Dorado – C.C. Nuestro Bogotá,8,AV. ElDorado
K16,Portal El Dorado – C.C. Nuestro Bogotá,9,Corferias
K16,Portal El Dorado – C.C. Nuestro Bogotá,10,Quinta Paredes
K16,Portal El Dorado – C.C. Nuestro Bogotá,11,CAN
K16,Portal El Dorado – C.C. Nuestro Bogotá,12,Salitre - El Greco
K16,Portal El Dorado – C.C. Nuestro Bogotá,13,El Tiempo – Cámara de Comercio de Bogotá
K16,Portal El Dorado – C.C. Nuestro Bogotá,14,Avenida Rojas - UNISALESIANA
K16,Portal El Dorado – C.C. Nuestro Bogotá,15,Modelia
K16,Portal El Dorado – C.C. Nuestro Bogotá,16,Portal El Dorado – C.C. Nuestro Bogotá
K23,Portal El Dorado – C.C. Nuestro Bogotá,1,Alcalá – Colegio S. Tomás Dominicos
K23,Portal El Dorado – C.C. Nuestro Bogotá,2,Prado
K23,Portal El Dorado – C.C. Nuestro Bogotá,3,Calle 127
K23,Portal El Dorado – C.C. Nuestro Bogotá,4,Calle 85
K23,Portal El Dorado – C.C. Nuestro Bogotá,5,Calle 57
K23,Portal El Dorado – C.C. Nuestro Bogotá,6,Marly
K23,Portal El Dorado – C.C. Nuestro Bogotá,7,Calle 45 - American School Way
K23,Portal El Dorado – C.C. Nuestro Bogotá,8,Calle 34
K23,Portal El Dorado – C.C. Nuestro Bogotá,9,Concejo de Bogotá
K23,Portal El Dorado – C.C. Nuestro Bogotá,10,Ciudad Universitaria - Lotería de Bogotá
K23,Portal El Dorado – C.C. Nuestro Bogotá,11,Gobernación
K23,Portal El Dorado – C.C. Nuestro Bogotá,12,CAN
K23,Portal El Dorado – C.C. Nuestro Bogotá,13,Salitre - El Greco
K23,Portal El Dorado – C.C. Nuestro Bogotá,14,El Tiempo – Cámara de Comercio de Bogotá
K23,Portal El Dorado – C.C. Nuestro Bogotá,15,Avenida Rojas - UNISALESIANA
K23,Portal El Dorado – C.C. Nuestro Bogotá,16,Portal El Dorado – C.C. Nuestro Bogotá
K43,Portal El Dorado – C.C. Nuestro Bogotá,1,San Mateo - CC Unisur
K43,Portal El Dorado – C.C. Nuestro Bogotá,2,Terreros - Hospital Cardio Vascular
K43,Portal El Dorado – C.C. Nuestro Bogotá,3,León XIII
K43,Portal El Dorado – C.C. Nuestro Bogotá,4,La Despensa
K43,Portal El Dorado – C.C. Nuestro Bogotá,5,Venecia
K43,Portal El Dorado – C.C. Nuestro Bogotá,6,General Santander
K43,Portal El Dorado – C.C. Nuestro Bogotá,7,Ricaurte - NQS
K43,Portal El Dorado – C.C. Nuestro Bogotá,8,CAD
K43,Portal El Dorado – C.C. Nuestro Bogotá,9,Corferias
K43,Portal El Dorado – C.C. Nuestro Bogotá,10,Quinta Paredes
K43,Portal El Dorado – C.C. Nuestro Bogotá,11,Gobernación
K43,Portal El Dorado – C.C. Nuestro Bogotá,12,Salitre - El Greco
K43,Portal El Dorado – C.C. Nuestro Bogotá,13,El Tiempo – Cámara de Comercio de Bogotá
K43,Portal El Dorado – C.C. Nuestro Bogotá,14,Normandía
K43,Portal El Dorado – C.C. Nuestro Bogotá,15,Modelia
K43,Portal El Dorado – C.C. Nuestro Bogotá,16,Portal El Dorado – C.C. Nuestro Bogotá
K54,Portal El Dorado – C.C. Nuestro Bogotá,1,Portal Usme
K54,Portal El Dorado – C.C. Nuestro Bogotá,2,Danubio
K54,Portal El Dorado – C.C. Nuestro Bogotá,3,Molinos
K54,Portal El Dorado – C.C. Nuestro Bogotá,4,Calle 40 Sur
K54,Portal El Dorado – C.C. Nuestro Bogotá,5,Restrepo
K54,Portal El Dorado – C.C. Nuestro Bogotá,6,Hortúa
K54,Portal El Dorado – C.C. Nuestro Bogotá,7,AV. Jiménez - Caracas
K54,Portal El Dorado – C.C. Nuestro Bogotá,8,Calle 22
K54,Portal El Dorado – C.C. Nuestro Bogotá,9,Concejo de Bogotá
K54,Portal El Dorado – C.C. Nuestro Bogotá,10,Ciudad Universitaria - Lotería de Bogotá
K54,Portal El Dorado – C.C. Nuestro Bogotá,11,Corferias
K54,Portal El Dorado – C.C. Nuestro Bogotá,12,Quinta Paredes
K54,Portal El Dorado – C.C. Nuestro Bogotá,13,CAN
K54,Portal El Dorado – C.C. Nuestro Bogotá,14,Salitre - El Greco
K54,Portal El Dorado – C.C. Nuestro Bogotá,15,El Tiempo – Cámara de Comercio de Bogotá
K54,Portal El Dorado – C.C. Nuestro Bogotá,16,Avenida Rojas - UNISALESIANA
K54,Portal El Dorado – C.C. Nuestro Bogotá,17,Modelia
K54,Portal El Dorado – C.C. Nuestro Bogotá,18,Portal El Dorado – C.C. Nuestro Bogotá
L10,Portal 20 de Julio,1,Portal El Dorado – C.C. Nuestro Bogotá
L10,Portal 20 de Julio,2,Modelia
L10,Portal 20 de Julio,3,Normandía
L10,Portal 20 de Julio,4,Salitre - El Greco
L10,Portal 20 de Julio,5,CAN
L10,Portal 20 de Julio,6,Gobernación
L10,Portal 20 de Julio,7,Ciudad Universitaria - Lotería de Bogotá
L10,Portal 20 de Julio,8,Centro Memoria
L10,Portal 20 de Julio,9,San Diego
L10,Portal 20 de Julio,10,Las Nieves
L10,Portal 20 de Julio,11,San Victorino
L10,Portal 20 de Julio,12,Bicentenario
L10,Portal 20 de Julio,13,San Bernardo
L10,Portal 20 de Julio,14,Ciudad Jardín - UAN
L10,Portal 20 de Julio,15,AV. 1 Mayo
L10,Portal 20 de Julio,16,Portal 20 de Julio
L18,Portal 20 de Julio,1,Terminal
L18,Portal 20 de Julio,2,Calle 187
L18,Portal 20 de Julio,3,Alcalá – Colegio S. Tomás Dominicos
L18,Portal 20 de Julio,4,Calle 127
L18,Portal 20 de Julio,5,Pepe Sierra
L18,Portal 20 de Julio,6,Virrey
L18,Portal 20 de Julio,7,Calle 76 - San Felipe
L18,Portal 20 de Julio,8,Calle 45 - American School Way
L18,Portal 20 de Julio,9,Calle 34
L18,Portal 20 de Julio,10,Calle 22
L18,Portal 20 de Julio,11,AV. Jiménez - Caracas
L18,Portal 20 de Julio,12,Bicentenario
L18,Portal 20 de Julio,13,San Bernardo
L18,Portal 20 de Julio,14,AV. 1 Mayo
L18,Portal 20 de Julio,15,Country Sur
L18,Portal 20 de Julio,16,Portal 20 de Julio
L25,Portal 20 de Julio,1,Portal Suba
L25,Portal 20 de Julio,2,La Campiña
L25,Portal 20 de Julio,3,Suba - TV. 91
L25,Portal 20 de Julio,4,21 Ángeles
L25,Portal 20 de Julio,5,Suba - AV. Boyacá
L25,Portal 20 de Julio,6,Niza - Calle 127
L25,Portal 20 de Julio,7,Suba - Calle 95
L25,Portal 20 de Julio,8,San Martín
L25,Portal 20 de Julio,9,Calle 75 - Zona M
L25,Portal 20 de Julio,10,AV. Chile
L25,Portal 20 de Julio,11,Movistar Arena
L25,Portal 20 de Julio,12,Campín - UAN
L25,Portal 20 de Julio,13,Ricaurte - NQS
L25,Portal 20 de Julio,14,Guatoque - Veraguas
L25,Portal 20 de Julio,15,Tygua - San José
L25,Portal 20 de Julio,16,Bicentenario
L25,Portal 20 de Julio,17,San Bernardo
L25,Portal 20 de Julio,18,AV. 1 Mayo
L25,Portal 20 de Julio,19,Country Sur
L25,Portal 20 de Julio,20,Portal 20 de Julio
L41,Bicentenario,1,San Mateo - CC Unisur
L41,Bicentenario,2,Terreros - Hospital Cardio Vascular
L41,Bicentenario,3,Bosa
L41,Bicentenario,4,Alquería
L41,Bicentenario,5,NQS - Calle 30 S
L41,Bicentenario,6,Guatoque - Veraguas
L41,Bicentenario,7,Tygua - San José
L41,Bicentenario,8,Bicentenario
M47,Museo Nacional,1,Portal Sur - JFK Coop. Financiera
M47,Museo Nacional,2,Perdomo
M47,Museo Nacional,3,CC Paseo Villa del Río - Madelena
M47,Museo Nacional,4,Sevillana
M47,Museo Nacional,5,NQS - Calle 38A S
M47,Museo Nacional,6,Comuneros
M47,Museo Nacional,7,Guatoque - Veraguas
M47,Museo Nacional,8,Tygua - San José
M47,Museo Nacional,9,San Victorino
M47,Museo Nacional,10,Las Nieves
M47,Museo Nacional,11,San Diego
M47,Museo Nacional,12,Museo Nacional
M51,Museo Nacional,1,Portal Américas
M51,Museo Nacional,2,Biblioteca Tintal
M51,Museo Nacional,3,Banderas
M51,Museo Nacional,4,Mandalay
M51,Museo Nacional,5,AV. Américas - AV. Boyacá
M51,Museo Nacional,6,Marsella
M51,Museo Nacional,7,Pradera - Plaza Central
M51,Museo Nacional,8,Distrito Grafiti
M51,Museo Nacional,9,Ricaurte - CL 13
M51,Museo Nacional,10,Las Nieves
M51,Museo Nacional,11,San Diego
M51,Museo Nacional,12,Museo Nacional
M83,Museo Nacional,1,Portal Usme
M83,Museo Nacional,2,Danubio
M83,Museo Nacional,3,Consuelo
M83,Museo Nacional,4,Quiroga
M83,Museo Nacional,5,AV. 1 Mayo
M83,Museo Nacional,6,Policarpa
M83,Museo Nacional,7,Bicentenario
M83,Museo Nacional,8,San Victorino
M83,Museo Nacional,9,San Diego
M83,Museo Nacional,10,Museo Nacional
